extracted_term,matched_hp_term,matched_hp_id,similarity
difficulty with handwriting,Poor motor coordination,HP:0002275,0.9062560930590992
difficulty writing,Difficulty speaking,HP:0002465,0.9305482501107517
diffuse muscle weakness with axial predominance,Diffuse muscle atrophy,HP:0003700,0.9239553362101797
diffusely depigmented hair and skin at birth,Hyperpigmented skin patches,HP:0001034,0.9456987892351921
dilated fixed and unequal pupils,Unequal pupil dilatation,HP:0009916,0.9309747974871565
diminished blink rate,Elevated blink rate,HP:0034776,0.9640726200620454
diminished deep tendon reflexes in arms and knees,Increased deep tendon reflexes in the lower limbs,HP:0002395,0.9417936494049937
diminished manual dexterity,Defective or absent horizontal voluntary eye movements,HP:0000657,0.8790130139908346
diminished muscle bulk distally,"Generalized muscle atrophy, proximal and distal",HP:0009055,0.9331625381487308
diminished or absent limb reflexes,Defective or absent horizontal voluntary eye movements,HP:0000657,0.9166325853181291
diminished sensation of all modalities in the distal parts of the extremities,Decreased vibratory sense in the lower extremities,HP:0002166,0.9095037940368723
diminished tendon reflexes,Deep tendon reflexes absent,HP:0001284,0.9574988545067472
diplopia,Hemianopic blurring,HP:0001125,0.9032153753500349
disabling daytime drowsiness,Abnormal drowsiness,HP:0002329,0.9248902879830867
discoloration,Blue discoloration of the skin,HP:0000961,0.9502824806874888
disinhibition,Inactivity,HP:0001254,0.8918599800370866
dislocation of hips,Hip dislocation,HP:0002827,0.9538124086233282
dislocation of knees,Knee dislocations,HP:0004976,0.9538160736807828
dislocations of elbows,Large joint dislocations,HP:0005008,0.9383590897278372
dislocations of knees,Large joint dislocations,HP:0005008,0.9408249072853234
disordered skin and hair pigmentation,Abnormal skin pigmentation,HP:0001000,0.9611471691713125
disorientation,Disorientation,HP:0001289,0.9999999999996362
disrupted ocular pursuit movements,Disrupted ocular pursuit movements,HP:0000617,0.9803954205553578
disrupted saccades,Impaired saccades,HP:0000570,0.9687349928243467
distal amyotrophy,Amyotrophy of distal limb muscles,HP:0003693,0.9735292815531041
distal atrophy,Distal muscle atrophy,HP:0003693,0.9607338376400439
distal atrophy and severe weakness of the hands and ankles,Distal upper limb muscle atrophy,HP:0007149,0.9359965560522916
distal contractures,Thumb extension contracture,HP:0034667,0.9323640345697962
distal hypoesthesia,Hypopallesthesia,HP:0002495,0.9320466124443086
distal joint laxity,Distal joint laxity,HP:0020152,0.9999999999998653
distal leg atrophy,Distal limb muscle atrophy,HP:0003693,0.9743719987447043
distal limb deformities,Lower limb deformities,HP:0002814,0.9640052482523267
distal limb muscle weakness,Distal limb muscle weakness,HP:0002460,0.9999999999998799
distal limb weakness,Distal limb weakness,HP:0002460,0.9999999999998685
distal lower limb wasting,Distal limb weakness,HP:0002460,0.9493388452844815
distal lower limb weakness,Distal limb weakness,HP:0002460,0.9898646021420633
distal motor and sensory impairment,Distal sensory impairment in lower limbs,HP:0002936,0.9703237887034766
distal muscle atrophy,Distal muscle atrophy,HP:0003693,0.9999999999998891
distal muscle atrophy in the lower limbs,Proximal lower limb muscle atrophy,HP:0008956,0.9760718059727976
distal muscle atrophy particularly of the intrinsic hand muscles,Proximal upper limb muscle atrophy,HP:0008948,0.9631217106291234
distal muscle wasting,"Muscle weakness, distal",HP:0002460,0.9614778603631171
distal muscle wasting in the upper and lower limbs,Distal upper limb muscle atrophy,HP:0007149,0.9497709899174234
distal muscle weakness,Distal muscular weakness,HP:0002460,0.9926320878852292
distal muscle weakness and atrophy,Distal muscle atrophy,HP:0003693,0.9811378470667887
distal muscle weakness and atrophy affecting the lower limbs,Distal upper limb muscle atrophy,HP:0007149,0.9628455169137343
distal muscle weakness in the upper and lower limbs,Distal upper limb muscle weakness,HP:0008959,0.9613293619925657
distal muscular atrophy,Distal muscular atrophy,HP:0003693,0.9999999999998749
distal muscular weakness,Distal muscular weakness,HP:0002460,0.9999999999998173
distal numbness and subjective coldness of the lower limbs,Distal upper limb muscle weakness,HP:0008959,0.9038278260010706
distal sensory abnormalities,Distal sensory loss,HP:0002936,0.9763992627391318
distal sensory change,Distal sensory loss,HP:0002936,0.9799495267960466
distal sensory impairment,Distal sensory impairment in lower limbs,HP:0002936,0.9777515567236925
distal sensory impairment at the toes,Distal sensory impairment in lower limbs,HP:0002936,0.9661859544942825
distal sensory impairment in lower limbs to vibration,Distal sensory impairment in lower limbs,HP:0002936,0.9557791158322867
distal sensory impairment of the lower limbs,Distal sensory impairment in lower limbs,HP:0002936,0.9494401720321067
distal sensory impairment particularly in the lower limbs,Distal sensory impairment in lower limbs,HP:0002936,0.9420456248530671
distal sensory loss,Distal sensory loss,HP:0002936,0.9999999999998694
distal sensory loss in the hands and feet,"Distal sensory loss, upper and lower limbs",HP:0002936,0.9488986215612556
distal sensory loss in the lower limbs,"Distal sensory loss, upper and lower limbs",HP:0002936,0.9602123771005932
distal upper limb wasting,Abnormal upper limb muscles,HP:0001446,0.9451132803097808
distal upper limb weakness,Distal upper limb muscle weakness,HP:0008959,0.985618100313124
distal wasting in all limbs,"Muscle weakness, distal, progressive",HP:0009063,0.9431198548443843
distal weakness,Distal muscular weakness,HP:0002460,0.9662267645995578
distal weakness affecting the upper limb,Distal upper limb muscle weakness,HP:0008959,0.9613253360181284
distal weakness and atrophy in the upper extremities,Distal upper limb muscle atrophy,HP:0007149,0.9381320992274079
distal weakness and atrophy of the limbs,Distal upper limb muscle atrophy,HP:0007149,0.9494013112215265
distally pronounced muscular weakness of the arms and legs,Distal upper limb muscle weakness,HP:0008959,0.9366219283150964
diurnal variation of symptoms,Sleep rhythm inversion,HP:0031849,0.9006234854145614
dizziness,Dizziness,HP:0002321,0.9999999999997642
dorsal flexion of the great toes,Plantar flexion contractures,HP:0008112,0.9338780316672413
double vision,Double vision,HP:0000651,0.9999999999996853
down or upslanting palpebral fissures,Upslanting palpebral fissures,HP:0000582,0.974224311680203
downbeat nystagmus,Downbeat nystagmus,HP:0010545,0.9999999999998024
downbeating nystagmus,Downbeat nystagmus,HP:0010545,0.9923174196996615
drooling,Drooling,HP:0002307,0.9669514830078833
dysarthria,Dysarthric speech,HP:0001260,0.9803669790998324
dysarthric speech,Dysarthric speech,HP:0001260,0.9999999999998689
dysautonomia,Dysautonomia,HP:0012332,0.9999999999997788
dysconjugate eye gaze,Disconjugate eye movements,HP:0000549,0.9298999627835426
dysdiadochokinesia,Dysdiadochokinesia,HP:0002075,0.999999999999842
dysdiadochokinesis,Dysdiadochokinesia,HP:0002075,0.9770291952026473
dysesthetic sensations in feet,Dysesthesias,HP:0012534,0.9268495416498248
dysfunction of bowel and bladder,Bowel obstruction,HP:0005214,0.9138329576397686
dysgraphia,Speech dyspraxia,HP:0011098,0.9415017417614688
dyskinesia,Dyskinesias,HP:0100660,0.9948426467605604
dyskinesias,Dyskinesias,HP:0100660,0.9999999999998175
dyskinetic movements in the left limb and trunk,Hypokinesia of the upper extremities,HP:0033413,0.9258256512734505
dysmetria,Lower limb dysmetria,HP:0020035,0.948229947553266
dysmetric saccades,Dysmetric horizontal saccades,HP:0032015,0.981191835132194
dysmetric saccadic eye movements,Dysmetric eye saccades,HP:0000641,0.9819599378466206
dysmetric vertical saccades,Dysmetric vertical saccades,HP:0032014,0.9927419379253772
dysmorphic facial features,Dysmorphic facial features,HP:0001999,0.9935951036808103
"dysmorphic features (prominent and bulbous nose, wide mouth, coarse features)",Hypoplasia of columella,HP:0002000,0.897983710063115
dysphagia,Neuromuscular dysphagia,HP:0002068,0.9279695744207762
dysphonia,Spasmodic dysphonia,HP:0012049,0.9543616120379742
dyspnea,Dyspnea at rest,HP:0033710,0.9838247590056226
dystonia,Dystonic movements,HP:0001332,0.9811168722274457
dystonia affecting the legs,Generalised dystonia,HP:0007325,0.9453507567577711
dystonia episodes of the face,Facial Dystonia,HP:0012179,0.9378160843468146
dystonia involving the face,Facial Dystonia,HP:0012179,0.9516666820873714
dystonia involving the jaw,Facial Dystonia,HP:0012179,0.9432329097760717
dystonia involving the larynx,Cervical dystonia,HP:0000473,0.938050204387958
dystonia involving the tongue,Tongue dystonia,HP:0031008,0.9439137967983204
dystonia involving the trunk,Dystonic gait,HP:0031954,0.951617797596737
dystonia of the craniocervical region,Cervical dystonia,HP:0000473,0.9544335107039618
dystonia of the feet,Dystonic gait,HP:0031954,0.9526602366295959
dystonia of the lower limbs,Dystonic gait,HP:0031954,0.9378124147712189
dystonia of the trunk,Dystonic movements,HP:0001332,0.9549504314620064
dystonia of the upper limbs,Dystonic gait,HP:0031954,0.9356339360948639
dystonic arm posturing,Dystonic gait,HP:0031954,0.9653530378916007
dystonic cramps,Dystonic movements,HP:0001332,0.9472689836702378
dystonic hand posturing,Dystonic gait,HP:0031954,0.9699958618446242
dystonic head jerks,Dystonic movements,HP:0001332,0.9486000603358912
dystonic movements,Dystonic movements,HP:0001332,0.9955153727890756
dystonic movements of the right hand,Dystonic gait,HP:0031954,0.9228731568321314
dystonic posture of toes,Dystonic gait,HP:0031954,0.9617032335902456
dystonic posture or movement,Dystonic gait,HP:0031954,0.958273378069114
dystonic posturing,Dystonic movements,HP:0001332,0.9757521191576255
dystonic posturing of the hands,Dystonic gait,HP:0031954,0.9503632797803836
dystonic posturing of the head and arm,Cranial dystonia,HP:0012048,0.9314755862925661
dystonic posturing of the limbs,Dystonic gait,HP:0031954,0.9530368684754768
dystonic posturing of the upper limbs,Dystonic gait,HP:0031954,0.9418213962576553
dystonic spasms,Dystonic movements,HP:0001332,0.9613785072236237
dystonic torticollis,Dystonic gait,HP:0031954,0.9519499822941628
dystonic tremor in upper limbs,Dystonia tremor,HP:0030185,0.9605076739543803
early loss of color discrimination,Disturbed color vision,HP:0000551,0.9163111885807292
early onset hearing loss,Severe hearing loss,HP:0012714,0.9438815404531515
easy fatigability,Fatigable weakness of swallowing muscles,HP:0030195,0.9053662187529149
elongated face,Circular face,HP:0000311,0.9556112996506174
emotional lability,Mood lability,HP:0000712,0.9602981201577229
end range nystagmus,Rotatory Nystagmus,HP:0001583,0.9571591667393621
epilepsy,Epilepsy,HP:0001250,0.9999999999996965
episodic breath holding,Episodic slow breathing,HP:0004881,0.9711446238513776
episodic dyskinesias,Episodic dystonia,HP:0002268,0.967551743623613
episodic muscle cramps,Episodic paralysis,HP:0003768,0.9382023648084449
equino-varus deformity,Equinovalgus deformity,HP:0001772,0.9724420586321227
exaggerated deep tendon reflexes,Deep tendon reflexes absent,HP:0001284,0.974133111121363
exaggerated jaw jerk,Lower jaw shifted to one side,HP:0009940,0.9374399586445654
exaggerated lumbar lordosis,Exaggerated lumbar lordosis,HP:0002938,0.9999999999998807
exaggerated startle reflex,Increased startle response,HP:0002267,0.961660423186304
exaggerated startle response,Increased startle response,HP:0002267,0.9712885415493385
executive dysfunction,Memory impairment,HP:0002354,0.9536370303595257
exercise induced paroxysmal dystonia,Episodic dystonia,HP:0002268,0.9550753298207513
exotropia,Secondary exotropia,HP:0031721,0.9791021851937418
explosive speech,Explosive speech,HP:0002168,0.9999999999997059
expressive ataxic speech,Ataxic gait,HP:0002066,0.9574010476120158
expressive language delay,Severe expressive language delay,HP:0006863,0.9696209980656237
expressive speech delay,Moderate expressive language delay,HP:0011345,0.9408951701231961
extensor plantar responses,Extensor plantar response,HP:0003487,0.9980931238576607
external ophthalmoplegia,Internal ophthalmoplegia,HP:0007942,0.9928284708872024
extreme hypertonia,Hypertonic seizures,HP:0010818,0.9596297936139854
eye movement abnormalities,Eye movement abnormalities,HP:0000496,0.9935565382282905
eyelid apraxia,Eyelid ptosis,HP:0000508,0.9569220904433818
eyelid myoclonia,Eyelid myoclonia,HP:0025097,0.9999999999998178
face involvement,Face weakness,HP:0030319,0.9654253647529153
facial dystonia,Facial Dystonia,HP:0012179,0.9999999999998449
facial grimacing,Facial grimacing,HP:0000273,0.9835017784298669
facial hypomimia,Hypomimia,HP:0000338,0.9505311463722804
facial hypotonia,Facial hypoplasia,HP:0000274,0.9530859559799746
facial lingual fasciculations,Facial-lingual fasciculations,HP:0007089,0.9975922239387237
facial myoclonus,Myoclonus of facial muscles,HP:0011468,0.9807518945631494
facial myokymia,Myokymia,HP:0002411,0.9707632474968135
facial palsy with reduced tongue mobility,Congenital bilateral facial palsy,HP:0007188,0.9507372000281906
facial tics,Facial tics,HP:0011468,0.9753893796292158
facial weakness,Facial weakness,HP:0030319,0.9999999999997711
failure to acquire language,Deficit applying language skills across context,HP:5200128,0.928440090006207
failure to thrive,Marked failure to thrive,HP:0001525,0.91139586253934
fasciculations,Fasciculation,HP:0002380,0.9947989816352706
fasciculations in the lower limbs,Limb fasciculation,HP:0007289,0.9568157550215838
fasciculations of the periorbital region and limbs,Facial-lingual fasciculations,HP:0007089,0.9418431692461712
fast horizontal or rotary nystagmus,Rotatory Nystagmus,HP:0001583,0.9644185862484053
fatigue following ataxic attacks,Ataxic gait,HP:0002066,0.9246997929987207
faucial dystonia,Facial Dystonia,HP:0012179,0.9630165108842824
febrile seizures,Febrile convulsion,HP:0002373,0.9601939300592025
feeding difficulties,Feeding difficulties,HP:0011968,0.9913769686994139
feeding difficulties requiring a gastrostomy tube,Nasogastric tube feeding in infancy,HP:0011470,0.9297021322885747
feeding problems,Feeding problems,HP:0011968,0.9882370622512352
feeling of muscle slowness or stiffness,Proximal limb muscle stiffness,HP:0007066,0.9218111769511826
fetal akinesia,Fetal akinesia,HP:0001989,0.9999999999998493
fine finger control difficulties,Mirror hand movements,HP:0001335,0.9219791626486656
fine motor incoordination,Impaired fine motor skills,HP:0007010,0.9480285795258948
fine twitching in the face,Patchy loss of skin colour on arms,HP:0007526,0.9091277230096434
fine twitching in the hand muscles,Progressive paralysis or weakness of muscles of eye movement,HP:0000544,0.9168134432517073
fixed facial expression,Flat facial expression,HP:5200015,0.9578963688901296
flaccidity,Flaccid neck,HP:0000467,0.9565493264797267
flat face,Flat face,HP:0012368,0.9999999999997103
flat feet,Flat feet,HP:0001763,0.9843337814125743
flexion contractures,Flexion contractures,HP:0001371,0.9941434526402323
flexion contractures of the fingers,Elbow flexion contractures,HP:0002987,0.9358551855000926
flexion contractures of the legs,Plantar flexion contractures,HP:0008112,0.9463868509952993
flexion contractures of the limbs,Plantar flexion contractures,HP:0008112,0.9421716522620809
flexion contractures of the toes,Plantar flexion contractures,HP:0008112,0.9454626091140597
flexion deformities of the interphalangeal joints,Flexion contractures of proximal interphalangeal joints,HP:0100490,0.960734654713056
flexion dystonia of the fingers,Truncal dystonia,HP:0002530,0.9313795423824563
flexion of the elbows,Limited elbow flexion,HP:0006376,0.9396949247795963
flexion of the knees,Limited knee flexion/extension,HP:0005085,0.9356176857128863
focal dystonia,Focal dystonia,HP:0004373,0.9999999999997884
focal myoclonic seizures,Focal myoclonic seizures,HP:0011166,0.9806684833134175
focal seizures,Focal seizure with loss of awareness,HP:0002384,0.969411977618108
foot abnormalities,Abnormal feet structure,HP:0001760,0.95992293337659
foot and wrist drop,Club foot on both sides,HP:0001776,0.9291995315068924
foot clonus,Elbow clonus,HP:0011728,0.9704306641204319
foot deformities,Foot deformities,HP:0001760,0.9891356696730778
foot deformities (pes cavus or pes valgus),Valgus foot deformity,HP:0008081,0.9269599395478954
foot deformities (pes cavus),Talipes foot deformities,HP:0001883,0.9337277306771773
foot deformities including pes cavus and hammertoes,Talipes foot deformities,HP:0001883,0.9272477112673828
foot deformities such as hammertoes,Structural foot deformity,HP:0010219,0.9274873581538782
foot deformities such as pes cavus and hammertoes,Talipes foot deformities,HP:0001883,0.9175316123544713
foot deformities such as pes cavus or claw toes,Talipes foot deformities,HP:0001883,0.9277783491883699
foot deformity,Foot deformities,HP:0001760,0.9999999999998347
foot dragging,Foot drop,HP:0009027,0.9430726000787405
foot drop,Foot drop,HP:0009027,0.9999999999996534
foot dystonia,Leg dystonia,HP:0031959,0.9865408050454392
foot eversion,Forefoot adduction contracture,HP:0034680,0.9263899132345995
foot or ankle deformities,Foot deformities,HP:0001760,0.9532077895073517
foot paroxysmal exercise induced dyskinesia,Tardive dyskinesia,HP:0040141,0.9266596239522826
freckles,Freckling,HP:0001480,0.9860923116917644
frequent falling due to lower limb weakness,Distal upper limb muscle weakness,HP:0008959,0.9179635423882987
frequent falls,Frequent falls,HP:0002359,0.9567201050447376
frequent falls when walking,Frequent falls,HP:0002359,0.9173666175726981
frequent infections,Frequent infections,HP:0002719,0.9857027360029205
frequent respiratory infections,Frequent respiratory infections,HP:0002205,0.9886754724229246
frequent tripping,Intermittent lack of energy,HP:0011973,0.9089331967903235
frontotemporal dementia,Frontotemporal dementia,HP:0002145,0.9999999999998562
gait abnormalities,Gait abnormalities,HP:0001288,0.9931641177872728
gait abnormality,Gait abnormalities,HP:0001288,0.9999999999998357
gait and balance problems,Gait instability,HP:0002317,0.9552331631239
gait and postural abnormalities,Gait abnormalities,HP:0001288,0.9602440621900109
gait ataxia,"Gait ataxia, progressive",HP:0007240,0.9907120781442472
gait difficulties,Gait difficulties,HP:0001288,0.996940566293071
gait disorder with falls,Gait abnormalities,HP:0001288,0.9390300194069501
gait disturbance,Gait disturbances,HP:0001288,0.9999999999998471
gait disturbances,Gait abnormalities,HP:0001288,0.9730084682575693
gait disturbances due to cerebellar ataxia,"Cerebellar ataxia, progressive",HP:0002073,0.9634486793904936
gait impairment,Gait abnormalities,HP:0001288,0.9687448860882242
gait instability,Gait instability,HP:0002317,0.99999999999979
gastroesophageal reflux,Gastroesophageal reflux disease,HP:0002020,0.9933225076411617
gastrointestinal dysfunction,Gastrointestinal pain,HP:0002027,0.9643313247931196
gastrointestinal symptoms,Gastrointestinal pain,HP:0002027,0.9908144239445166
gaze evoked horizontal nystagmus,Gaze-evoked nystagmus,HP:0000640,0.9739585524798647
gaze evoked nystagmus,Gaze-evoked nystagmus,HP:0000640,0.9765957786333558
gaze fixation instability,Visual gaze preference,HP:0025518,0.9494058960354426
gaze palsy,Vertical gaze palsy,HP:0000511,0.9802718478329415
gaze paretic nystagmus,Horizontal jerk nystagmus,HP:0007286,0.9646003983863599
general cognitive decline,Progressive cognitive decline,HP:0001268,0.9613954681335116
generalized areflexia,Areflexia in lower limbs,HP:0002522,0.9574914114900008
generalized convulsive seizures,Bilateral convulsive seizures,HP:0002069,0.9597628666340804
generalized dystonia,Focal dystonia,HP:0004373,0.9829361845037208
generalized epilepsy,Epilepsy,HP:0001250,0.9750712145792102
generalized epileptic seizures,Epileptic spasms,HP:0011097,0.960584220802431
generalized fasciculations,Fasciculation,HP:0002380,0.9612519039439841
generalized hypertonia,Generalized hypertonic seizure,HP:0010818,0.9663516192985722
generalized hypotonia,"Hypotonia, generalised",HP:0001290,0.9590931664412627
generalized hypotonia at birth,"Hypotonia, in neonatal onset",HP:0001319,0.9618104794952745
generalized motor seizures,Partial seizure without motor onset,HP:0032679,0.9615153403476189
generalized muscle weakness,Progressive muscular weakness,HP:0003323,0.9705415410677206
generalized seizure,Focal seizure,HP:0007359,0.9600287146405319
generalized seizures,Focal seizure with loss of awareness,HP:0002384,0.9488771244659235
generalized tonic clonic seizures,Generalised tonic-clonic seizure (without specification of onset),HP:0002069,0.9732361899074544
generalized wasting,Weakness of one side of body,HP:0001269,0.9413169558889458
genu recurvatum,Genu recurvata,HP:0002816,0.9946200699172728
glaucoma,Glaucoma,HP:0000501,0.9999999999997454
global developmental delay,"Global developmental delay, profound",HP:0012736,0.9844093787473638
global developmental stagnation,Developmental stagnation at onset of seizures,HP:0006834,0.9383945702487952
glossoptosis,Glossal abnormality,HP:0000157,0.9357816729405838
Gowers sign,Gower sign,HP:0003391,0.9500677256519804
grimacing,Facial grimacing,HP:0000273,0.9275920911341939
gross motor delay,Gross motor delay,HP:0002194,0.9999999999996949
growth retardation,Growth retardation,HP:0001510,0.9999999999997917
gum hypertrophy,Gum hypertrophy,HP:0000212,0.9999999999997844
hallucinations,Hallucinations of smell,HP:5200200,0.9694383450998084
hammer toes,Hammer toe,HP:0001765,0.9913715657150544
hammertoes,Hammertoe,HP:0001765,0.9872663214621239
hand clapping,Hand-wringing,HP:0012171,0.9504295275814701
hand deformity,Hand deformities,HP:0001155,0.9999999999997997
hand dystonia,Arm dystonia,HP:0031960,0.9876028870577934
hand muscle weakness,Hand muscle weakness,HP:0030237,0.9999999999998299
hand muscle weakness and atrophy,Intrinsic hand muscle atrophy,HP:0008954,0.9604315682510686
hand tremor,Hand tremor,HP:0002378,0.9999999999997418
hand weakness,Shoulder weakness,HP:0003547,0.9668402217257388
handwriting difficulties,Cognitive seizure,HP:0032680,0.9268347713406123
head and trunk titubation,Head titubation,HP:0002599,0.9549405995349499
head banging,Head jerking,HP:0006961,0.9757301384095302
head lag,Head lag,HP:0032988,0.9999999999997053
head nodding,Head jerking,HP:0006961,0.9789774886746285
head shaking,Head jerking,HP:0006961,0.9677459122597949
head titubation,Head titubation,HP:0002599,0.9999999999998458
head tremor,Head tremor,HP:0002346,0.9999999999997855
headache,Headache,HP:0002315,0.9999999999996221
hearing impairment,Severe hearing impairment,HP:0012714,0.967989139383979
hearing loss,Deafness,HP:0000365,0.9427815902552137
high arched feet,High-arched foot,HP:0001761,0.9891481494296022
high arched palate,High arched palate,HP:0000218,0.9999999999997857
high arches,High stepping,HP:0003376,0.9435108569812684
high foot arches,High-arched foot,HP:0001761,0.9402161660825012
high frequency low amplitude tremor of the hands,Cerebellar tremor,HP:0002080,0.9206037602846809
high frequency small amplitude tremor in both hands,Postural tremor of arms,HP:0007351,0.9189474521401978
high palate,High palate,HP:0000218,0.999999999999814
high pitched voice,Low pitched voice,HP:0010300,0.9547353398496469
hip joint instability,Hip joint pain,HP:0003365,0.9560336809021133
hirsutism,Dorsal hirsutism,HP:0034042,0.9607285020648033
hoarse voice,Hoarse voice,HP:0001609,0.9999999999997482
hobby horse gait,Hobby horse gait,HP:0031856,0.9999999999998421
hollowed cheeks,Hollow cheeks,HP:0009938,0.9203880990101745
horizontal and vertical gaze evoked nystagmus,Gaze-evoked nystagmus,HP:0000640,0.9599193589890168
horizontal gaze evoked nystagmus,Gaze-evoked nystagmus,HP:0000640,0.9720180294099553
horizontal gaze limitation,Impaired horizontal visual pursuit,HP:0001151,0.9421549688120133
horizontal gaze nystagmus,Horizontal jerk nystagmus,HP:0007286,0.9793587152907948
horizontal nystagmus,Vertical nystagmus,HP:0010544,0.990530489943969
hyperactive deep tendon reflexes in the lower limbs,Hyperactive deep tendon reflexes,HP:0006801,0.945678099429242
hyperactive reflexes,Hyperactive behaviour,HP:0000752,0.9352607713393665
hyperactivity,Hyperactive behavior,HP:0000752,0.9645813500685311
hyperextensibility of the wrists and ankles,Hyperextensible hand joints,HP:0005639,0.9412980826871603
hyperextension of the knees and elbows,Proximal finger joint hyperextensibility,HP:0005190,0.9345341501764237
hyperhidrosis,Nocturnal hyperhidrosis,HP:0030166,0.9706252440125884
hyperlordotic spine,Hyperostosis of lower jaw,HP:0004472,0.9379943261837571
hypermetric saccades,Hypermetric saccades,HP:0007338,0.990492328671196
hypermetropia,High-grade hypermetropia,HP:0008499,0.9649102586351076
hypermobility,Hypermobility of all joints,HP:0002761,0.9741375470514063
hypermotor activity,Oral motor hypotonia,HP:0030190,0.9277827405384752
hypernasal speech,Hypernasal voice,HP:0001611,0.9850199858457008
hyperopic astigmatism,Hyperopic astigmatism,HP:0000484,0.999999999999875
hyperreflexia,hyperreflexia,HP:0001347,0.9999999999997986
hyperreflexia in the upper and lower limbs,Hyperreflexia in upper limbs,HP:0007350,0.9600675753424004
hyperreflexia in upper and lower limbs,Hyperreflexia in upper limbs,HP:0007350,0.9717346775075599
hyperreflexia of the knee,Hyperreflexia in upper limbs,HP:0007350,0.9456616045020169
hyperreflexia of the lower limbs,Hyperreflexia in upper limbs,HP:0007350,0.960632680012396
hyperreflexia of the upper and lower limbs,Hyperreflexia in upper limbs,HP:0007350,0.950757419630268
hyperreflexia of the upper limbs,Hyperreflexia in upper limbs,HP:0007350,0.9601461807111314
hyperreflexia with extensor plantar responses,Extensor plantar reflexes,HP:0003487,0.9483621982479018
hypertelorism,Ocular hypertelorism,HP:0000316,0.9507178337802362
hypertonia,Muscle hypertonia,HP:0001276,0.9662588547814108
hypertonic urinary bladder disturbances,Hypertrophy of the urinary bladder wall,HP:0008635,0.9507944079441011
hypertonicity,Hypertonicity,HP:0001276,0.9999999999997946
hypertrichosis,Hypertrichosis of the eyebrow,HP:0000574,0.9831772246119492
hypertrophic muscles,Hypertrophic muscles,HP:0003712,0.995304905225376
hypertrophy of calf muscles,Muscular hypertrophy of the calf muscles,HP:0008981,0.962524720763928
hyperventilation,Hypoventilation during sleep,HP:0002877,0.9615341595423358
hypo or areflexia,Hyporeflexia/areflexia in lower limbs,HP:0002600,0.9331771212023912
hypoactive deep tendon reflexes,Hypoactive to absent deep tendon reflexes,HP:0001315,0.9629255854269478
hypoactive reflexes,Hyperreflexia in lower limbs,HP:0002395,0.9302141935490701
hypoesthesia of the lower limbs,Hypokinesia of the lower extremities,HP:0033414,0.8985137290671873
hypokinesia,Hypokinesia of the tongue,HP:0000183,0.9875333197258801
hypometric ocular saccades,Hypometric horizontal saccades,HP:0007975,0.9861070853799808
hypometric saccades,Hypometric saccades,HP:0000571,0.9917957563810991
hypomielination of the spinal cord,Cervical spinal cord atrophy,HP:0010873,0.9192286870696987
hypomimia,Hypomimia,HP:0000338,0.999999999999833
hypomimic face,Hypomimia,HP:0000338,0.9649265553855855
hypomotor seizures,Oculomotor abnormalities,HP:0000496,0.9301680132821886
hypophonia,Hypophonia,HP:0001621,0.9999999999997959
hyporeflexia,hyporeflexia,HP:0001265,0.9999999999997378
hyporeflexia of the lower limbs,Hyporeflexia of upper limbs,HP:0012391,0.959874528240949
hyporeflexia of the upper limbs,Hyporeflexia of upper limbs,HP:0012391,0.9602349268833327
hyporeflexia or areflexia in the lower limbs,Hyporeflexia of upper limbs,HP:0012391,0.9451265315351214
hypothyroidism,Secondary hypothyroidism,HP:0008245,0.9866474486940878
hypotonia,"Hypotonia, severe",HP:0006829,0.9663537648691145
hypotrophy,Hypotrophy of all teeth,HP:0006311,0.9788581330254983
hypotrophy of the forearm muscles,Hypotrophic neck muscle,HP:0008984,0.9546570817643862
ideomotor apraxia,Oral-motor apraxia,HP:0007301,0.9542383013074479
imbalance,Imbalance,HP:0002172,0.999999999999757
impaired dexterity,Impaired fine motor skills,HP:0007010,0.9090621216957047
impaired distal vibration sensation,Impaired vibration sensation in the lower limbs,HP:0002166,0.958838152244924
impaired dorsiflexion of the feet,Passive dorsiflexion of the 5th finger more than 90 degrees,HP:0031534,0.9471343310777445
impaired gait,Impaired gait,HP:0001288,0.9999999999997571
impaired intellectual development,Delayed intellectual development,HP:0001263,0.9688148042163259
impaired optokinetic nystagmus,Horizontal opticokinetic nystagmus,HP:0008026,0.9643031742178485
impaired saccades,Impaired saccades,HP:0000570,0.9839526041970338
impaired sensation,Impaired vision,HP:0000505,0.9654193224230525
impaired sensation at the ankles,Impaired vibration sensation in the lower limbs,HP:0002166,0.9227331219881474
impaired sensation of all modalities predominantly affecting the lower limbs,Distal sensory impairment of the lower extremities,HP:0002936,0.905200936542033
impaired smell,Impaired vision,HP:0000505,0.9605493525113749
impaired smooth pursuit,Abnormal smooth pursuits,HP:0000617,0.9640189423210481
impaired strength distally,Weakness of distal muscles,HP:0002460,0.9140279424890277
impaired swallowing (dysphagia),Neuromuscular dysphagia,HP:0002068,0.9249568222825039
impaired vibration sense in the lower legs,Impaired vibration sensation in the lower limbs,HP:0002166,0.9450375828201381
impaired vibratory sense in the legs,Impaired vibratory sensation,HP:0002495,0.9662428089489481
impairment in vibration sense,Impairment of the the acoustic reflex,HP:0040122,0.9537807057502816
impulse control behaviors,Impulse control disorders,HP:0000734,0.9543522756488959
impulsivity,Impulsivity,HP:0100710,0.9999999999997512
inability to achieve head control,Poor head control,HP:0002421,0.9119969855067154
